Fecha,Productos,Unidad de medida (Mayorista),Equiv. (kg./lt) (Mayorista),Mayorista - Precio Min.,Mayorista - Precio Prom.,Mayorista - Precio Max.,Unidad de medida (Minorista),Equiv. (kg./lt) (Minorista),Minorista - Precio Min.,Minorista - Precio Prom.,Minorista - Precio Max.
19/06/2026 07:02:11,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.37,2.49,2.61
19/06/2026 07:09:13,Zanahoria,Saco,50.0,2.18,2.29,2.4,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 07:22:57,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.87,3.02,3.17
19/06/2026 07:27:54,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.61,2.75,2.89
19/06/2026 07:32:47,Zanahoria,Saco,50.0,2.25,2.37,2.49,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 07:36:31,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.58,4.82,5.06
19/06/2026 07:41:26,Choclo,Ciento,40.0,2.86,3.01,3.16,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 07:49:52,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.39,4.62,4.85
19/06/2026 07:51:06,Tomate,Cajón,20.0,2.44,2.57,2.7,Kilogramo,1.0,4.27,4.5,4.73
19/06/2026 07:58:41,Cebolla,Saco,45.0,1.65,1.74,1.83,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 08:02:53,Zanahoria,Saco,50.0,2.29,2.41,2.53,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 08:06:42,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.08,3.24,3.4
19/06/2026 08:07:54,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.59,2.73,2.87
19/06/2026 08:08:12,Tomate,Cajón,20.0,2.84,2.99,3.14,Kilogramo,1.0,4.27,4.5,4.73
19/06/2026 08:28:24,Zanahoria,Saco,50.0,1.97,2.07,2.17,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 08:32:34,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.63,2.77,2.91
19/06/2026 08:35:20,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.4,4.63,4.86
19/06/2026 08:40:30,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.81,5.06,5.31
19/06/2026 08:41:49,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.46,4.69,4.92
19/06/2026 08:42:09,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.49,2.62,2.75
19/06/2026 08:49:32,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.73,2.87,3.01
19/06/2026 08:57:14,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.16,2.27,2.38
19/06/2026 08:59:55,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.71,3.91,4.11
19/06/2026 09:00:08,Zanahoria,Saco,50.0,2.26,2.38,2.5,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 09:03:23,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.58,2.72,2.86
19/06/2026 09:05:27,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.54,2.67,2.8
19/06/2026 09:08:48,Cebolla,Saco,45.0,1.59,1.67,1.75,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 09:09:12,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.54,2.67,2.8
19/06/2026 09:10:23,Choclo,Ciento,40.0,3.3,3.47,3.64,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 09:11:33,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.24,2.36,2.48
19/06/2026 09:14:15,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,4.02,4.23,4.44
19/06/2026 09:14:35,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,4.04,4.25,4.46
19/06/2026 09:14:59,Zanahoria,Saco,50.0,2.31,2.43,2.55,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 09:19:54,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.0,5.26,5.52
19/06/2026 09:24:21,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.54,2.67,2.8
19/06/2026 09:27:17,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.36,4.59,4.82
19/06/2026 09:30:30,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.57,2.71,2.85
19/06/2026 09:30:42,Choclo,Ciento,40.0,2.84,2.99,3.14,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 09:33:41,Zanahoria,Saco,50.0,1.84,1.94,2.04,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 10:02:52,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.52,3.71,3.9
19/06/2026 10:06:03,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.24,4.46,4.68
19/06/2026 10:06:19,Cebolla,Saco,45.0,1.63,1.72,1.81,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 10:07:27,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.67,2.81,2.95
19/06/2026 10:11:05,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.03,5.29,5.55
19/06/2026 10:14:33,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.13,2.24,2.35
19/06/2026 10:18:34,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.92,4.13,4.34
19/06/2026 10:21:50,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.21,2.33,2.45
19/06/2026 10:23:15,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.66,3.85,4.04
19/06/2026 10:25:04,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.37,3.55,3.73
19/06/2026 10:26:43,Choclo,Ciento,40.0,2.69,2.83,2.97,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 10:30:22,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.34,2.46,2.58
19/06/2026 10:31:25,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.22,5.49,5.76
19/06/2026 10:36:43,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.07,3.23,3.39
19/06/2026 10:38:47,Zanahoria,Saco,50.0,2.05,2.16,2.27,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 10:43:54,Tomate,Cajón,20.0,2.67,2.81,2.95,Kilogramo,1.0,4.27,4.5,4.73
19/06/2026 10:44:16,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.1,3.26,3.42
19/06/2026 10:52:06,Cebolla,Saco,45.0,1.67,1.76,1.85,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 11:12:37,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.56,3.75,3.94
19/06/2026 11:15:46,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,4.02,4.23,4.44
19/06/2026 11:24:01,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.63,2.77,2.91
19/06/2026 11:27:48,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 11:30:46,Zanahoria,Saco,50.0,2.28,2.4,2.52,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 11:46:56,Zanahoria,Saco,50.0,2.1,2.21,2.32,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 12:02:11,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.44,4.67,4.9
19/06/2026 12:09:56,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.06,5.33,5.6
19/06/2026 12:17:19,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.81,5.06,5.31
19/06/2026 12:18:50,Papa,Saco,50.0,1.59,1.67,1.75,Kilogramo,1.0,2.38,2.5,2.62
19/06/2026 12:28:45,Cebolla,Saco,45.0,1.74,1.83,1.92,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 12:33:23,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.33,2.45,2.57
19/06/2026 12:35:15,Zanahoria,Saco,50.0,2.06,2.17,2.28,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 12:36:20,Papa,Saco,50.0,1.5,1.58,1.66,Kilogramo,1.0,2.38,2.5,2.62
19/06/2026 12:48:55,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.81,4.01,4.21
19/06/2026 12:56:19,Cebolla,Saco,45.0,1.53,1.61,1.69,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 12:58:49,Cebolla,Saco,45.0,1.7,1.79,1.88,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 13:00:03,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.37,4.6,4.83
19/06/2026 13:26:55,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.85,4.05,4.25
19/06/2026 13:27:14,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.67,3.86,4.05
19/06/2026 13:28:24,Choclo,Ciento,40.0,2.95,3.11,3.27,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 13:28:26,Zanahoria,Saco,50.0,2.25,2.37,2.49,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 13:29:15,Tomate,Cajón,20.0,2.53,2.66,2.79,Kilogramo,1.0,4.27,4.5,4.73
19/06/2026 13:33:39,Zanahoria,Saco,50.0,2.13,2.24,2.35,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 13:35:24,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 13:35:49,Zanahoria,Saco,50.0,2.25,2.37,2.49,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 13:39:23,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.33,4.56,4.79
19/06/2026 13:41:25,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.83,4.03,4.23
19/06/2026 13:41:48,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.96,3.12,3.28
19/06/2026 13:43:06,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.41,2.54,2.67
19/06/2026 13:47:38,Cebolla,Saco,45.0,1.61,1.7,1.78,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 13:55:27,Tomate,Cajón,20.0,2.92,3.07,3.22,Kilogramo,1.0,4.27,4.5,4.73
19/06/2026 13:56:53,Tomate,Cajón,20.0,2.62,2.76,2.9,Kilogramo,1.0,4.27,4.5,4.73
19/06/2026 14:03:25,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.26,4.48,4.7
19/06/2026 14:15:13,Choclo,Ciento,40.0,3.32,3.49,3.66,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 14:15:13,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.58,4.82,5.06
19/06/2026 14:19:55,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 14:32:33,Choclo,Ciento,40.0,2.77,2.92,3.07,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 14:36:29,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.75,3.95,4.15
19/06/2026 14:42:01,Cebolla,Saco,45.0,1.86,1.96,2.06,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 14:46:20,Zanahoria,Saco,50.0,2.24,2.36,2.48,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 14:47:15,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.37,2.49,2.61
19/06/2026 14:47:17,Cebolla,Saco,45.0,1.9,2.0,2.1,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 14:56:09,Tomate,Cajón,20.0,2.49,2.62,2.75,Kilogramo,1.0,4.27,4.5,4.73
19/06/2026 14:58:27,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.9,4.11,4.32
19/06/2026 14:59:43,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.79,2.94,3.09
19/06/2026 15:11:33,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.53,4.77,5.01
19/06/2026 15:25:46,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.42,3.6,3.78
19/06/2026 15:34:04,Choclo,Ciento,40.0,2.77,2.92,3.07,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 15:35:36,Cebolla,Saco,45.0,1.84,1.94,2.04,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 15:36:21,Cebolla,Saco,45.0,1.82,1.92,2.02,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 15:42:59,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.46,2.59,2.72
19/06/2026 15:51:10,Zanahoria,Saco,50.0,1.99,2.09,2.19,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 15:52:58,Papa,Saco,50.0,1.61,1.7,1.78,Kilogramo,1.0,2.38,2.5,2.62
19/06/2026 16:05:16,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.77,2.92,3.07
19/06/2026 16:10:06,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.36,4.59,4.82
19/06/2026 16:25:33,Papa,Saco,50.0,1.4,1.47,1.54,Kilogramo,1.0,2.38,2.5,2.62
19/06/2026 16:25:57,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.71,3.91,4.11
19/06/2026 16:27:44,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.71,2.85,2.99
19/06/2026 16:30:10,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.06,5.33,5.6
19/06/2026 16:31:20,Papa,Saco,50.0,1.4,1.47,1.54,Kilogramo,1.0,2.38,2.5,2.62
19/06/2026 16:31:39,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.83,4.03,4.23
19/06/2026 16:44:37,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.07,4.28,4.49
19/06/2026 16:58:38,Choclo,Ciento,40.0,3.34,3.52,3.7,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 17:04:28,Zanahoria,Saco,50.0,2.24,2.36,2.48,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 17:05:30,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.11,2.22,2.33
19/06/2026 17:17:59,Cebolla,Saco,45.0,1.89,1.99,2.09,Kilogramo,1.0,2.85,3.0,3.15
19/06/2026 17:34:38,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.77,2.92,3.07
19/06/2026 17:40:51,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.65,2.79,2.93
19/06/2026 17:42:05,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.75,3.95,4.15
19/06/2026 17:44:07,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.27,2.39,2.51
19/06/2026 17:54:21,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.14,3.31,3.48
19/06/2026 17:59:24,Zanahoria,Saco,50.0,2.05,2.16,2.27,Kilogramo,1.0,3.61,3.8,3.99
19/06/2026 18:13:21,Tomate,Cajón,20.0,2.71,2.85,2.99,Kilogramo,1.0,4.27,4.5,4.73
19/06/2026 18:22:08,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.45,4.68,4.91
19/06/2026 18:31:47,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.81,5.06,5.31
19/06/2026 18:32:27,Papa,Saco,50.0,1.37,1.44,1.51,Kilogramo,1.0,2.38,2.5,2.62
19/06/2026 18:33:17,Choclo,Ciento,40.0,3.02,3.18,3.34,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 18:35:11,Papa,Saco,50.0,1.67,1.76,1.85,Kilogramo,1.0,2.38,2.5,2.62
19/06/2026 18:39:49,Choclo,Ciento,40.0,3.28,3.45,3.62,Kilogramo,1.0,4.75,5.0,5.25
19/06/2026 18:56:55,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.93,5.19,5.45
19/06/2026 18:58:26,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.36,3.54,3.72
20/06/2026 06:01:49,Papa,Saco,50.0,1.67,1.76,1.85,Kilogramo,1.0,2.38,2.5,2.62
20/06/2026 06:05:04,Papa,Saco,50.0,1.63,1.72,1.81,Kilogramo,1.0,2.38,2.5,2.62
20/06/2026 06:05:31,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.61,2.75,2.89
20/06/2026 06:06:15,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.64,4.88,5.12
20/06/2026 06:15:14,Papa,Saco,50.0,1.57,1.65,1.73,Kilogramo,1.0,2.38,2.5,2.62
20/06/2026 06:19:31,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.59,2.73,2.87
20/06/2026 06:20:19,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.15,3.32,3.49
20/06/2026 06:22:10,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.46,3.64,3.82
20/06/2026 06:23:18,Tomate,Cajón,20.0,2.67,2.81,2.95,Kilogramo,1.0,4.27,4.5,4.73
20/06/2026 06:26:48,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.84,5.09,5.34
20/06/2026 06:28:44,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.34,2.46,2.58
20/06/2026 06:28:57,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.1,4.32,4.54
20/06/2026 06:47:32,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.14,5.41,5.68
20/06/2026 06:48:19,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.95,4.16,4.37
20/06/2026 06:48:48,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.4,4.63,4.86
20/06/2026 06:50:26,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.27,3.44,3.61
20/06/2026 06:51:09,Choclo,Ciento,40.0,2.75,2.89,3.03,Kilogramo,1.0,4.75,5.0,5.25
20/06/2026 06:57:12,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.71,4.96,5.21
20/06/2026 07:02:10,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.42,3.6,3.78
20/06/2026 07:12:12,Tomate,Cajón,20.0,2.76,2.91,3.06,Kilogramo,1.0,4.27,4.5,4.73
20/06/2026 07:16:01,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.67,3.86,4.05
20/06/2026 07:28:53,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.29,4.52,4.75
20/06/2026 07:29:24,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.54,2.67,2.8
20/06/2026 07:31:11,Choclo,Ciento,40.0,3.35,3.53,3.71,Kilogramo,1.0,4.75,5.0,5.25
20/06/2026 07:45:05,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.98,3.14,3.3
20/06/2026 07:49:03,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.43,4.66,4.89
20/06/2026 07:49:41,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.16,3.33,3.5
20/06/2026 07:56:48,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.13,3.29,3.45
20/06/2026 08:02:03,Cebolla,Saco,45.0,1.79,1.88,1.97,Kilogramo,1.0,2.85,3.0,3.15
20/06/2026 08:02:28,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.14,2.25,2.36
20/06/2026 08:03:22,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.23,2.35,2.47
20/06/2026 08:06:26,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.75,2.9,3.04
20/06/2026 08:11:31,Cebolla,Saco,45.0,1.81,1.91,2.01,Kilogramo,1.0,2.85,3.0,3.15
20/06/2026 08:12:45,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.63,2.77,2.91
20/06/2026 08:15:47,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.77,2.92,3.07
20/06/2026 08:16:29,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.96,5.22,5.48
20/06/2026 08:18:14,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.06,5.33,5.6
20/06/2026 08:28:26,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.29,3.46,3.63
20/06/2026 08:33:10,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.46,4.7,4.94
20/06/2026 08:44:28,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.55,2.68,2.81
20/06/2026 08:49:58,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.27,5.55,5.83
20/06/2026 08:57:51,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.95,3.11,3.27
20/06/2026 08:59:41,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.11,2.22,2.33
20/06/2026 09:03:28,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.44,2.57,2.7
20/06/2026 09:15:00,Zanahoria,Saco,50.0,2.25,2.37,2.49,Kilogramo,1.0,3.61,3.8,3.99
20/06/2026 09:15:06,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.36,2.48,2.6
20/06/2026 09:20:49,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.63,2.77,2.91
20/06/2026 09:22:42,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.57,3.76,3.95
20/06/2026 09:24:13,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.02,3.18,3.34
20/06/2026 09:25:48,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.48,2.61,2.74
20/06/2026 09:35:14,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.22,4.44,4.66
20/06/2026 09:42:09,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.46,4.7,4.94
20/06/2026 09:46:28,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.02,3.18,3.34
20/06/2026 09:49:22,Zanahoria,Saco,50.0,1.91,2.01,2.11,Kilogramo,1.0,3.61,3.8,3.99
20/06/2026 09:52:20,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.13,2.24,2.35
20/06/2026 09:59:37,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.9,4.11,4.32
20/06/2026 10:06:45,Choclo,Ciento,40.0,3.12,3.28,3.44,Kilogramo,1.0,4.75,5.0,5.25
20/06/2026 10:10:25,Tomate,Cajón,20.0,2.76,2.91,3.06,Kilogramo,1.0,4.27,4.5,4.73
20/06/2026 10:14:16,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.45,2.58,2.71
20/06/2026 10:17:10,Cebolla,Saco,45.0,1.67,1.76,1.85,Kilogramo,1.0,2.85,3.0,3.15
20/06/2026 10:26:16,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.75,5.0,5.25
20/06/2026 10:28:17,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.41,4.64,4.87
20/06/2026 10:33:33,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.98,4.19,4.4
20/06/2026 10:44:09,Cebolla,Saco,45.0,1.65,1.74,1.83,Kilogramo,1.0,2.85,3.0,3.15
20/06/2026 10:45:04,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.15,2.26,2.37
20/06/2026 10:59:36,Cebolla,Saco,45.0,1.86,1.96,2.06,Kilogramo,1.0,2.85,3.0,3.15
20/06/2026 11:01:52,Tomate,Cajón,20.0,2.56,2.7,2.84,Kilogramo,1.0,4.27,4.5,4.73
20/06/2026 11:03:11,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.12,5.39,5.66
20/06/2026 11:09:16,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.99,4.2,4.41
20/06/2026 11:10:10,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.04,3.2,3.36
20/06/2026 11:11:41,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.18,2.29,2.4
20/06/2026 11:16:47,Zanahoria,Saco,50.0,2.3,2.42,2.54,Kilogramo,1.0,3.61,3.8,3.99
20/06/2026 11:21:20,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.84,5.1,5.35
20/06/2026 11:26:08,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.46,4.69,4.92
20/06/2026 11:33:07,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.42,3.6,3.78
20/06/2026 11:36:59,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.55,4.79,5.03
20/06/2026 11:43:39,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.83,5.08,5.33
20/06/2026 11:52:51,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,4.01,4.22,4.43
20/06/2026 12:03:10,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.57,4.81,5.05
20/06/2026 12:05:34,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.16,2.27,2.38
20/06/2026 12:10:16,Papa,Saco,50.0,1.5,1.58,1.66,Kilogramo,1.0,2.38,2.5,2.62
20/06/2026 12:14:12,Choclo,Ciento,40.0,3.34,3.52,3.7,Kilogramo,1.0,4.75,5.0,5.25
20/06/2026 12:18:52,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.27,2.39,2.51
20/06/2026 12:19:30,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.68,2.82,2.96
